tid,lang,score,text,label,Gender
twv28205,ht,0,@hon_alicenganga @WilliamsRuto Meza wembe,insult and hate speech,women
twv28206,en,-0.2,@hon_alicenganga Unfortunately we the other 6.9million preferred #BabaThe5th,neutral,women
twv28211,en,0,@hon_alicenganga What has ruto done as president so far to warrant your infantile analysis,trolling,women
twv28212,en,-3.1,"@hon_alicenganga Yet, you have the losers clamoring for the guy INCAPABLE of even debating him to be president. Only in Kenya, where mediocrity is rules the day.",insult and hate speech,women
twv28213,en,-1,@hon_alicenganga Absolutely <U+0001F44C><U+0001F44C>..Kenya’s collective IQ and fear of God will move from 50 to 150<U+0001F44F><U+0001F44F>,neutral,women
twv28216,en,-3.5,"@hon_alicenganga You are confused
A bunch of crooks and thieves trooped together to rape Kenya.
Oh my motherland!",insult and hate speech,women
twv28217,en,0,@hon_alicenganga You mean Uhuru is Covid-19 while Ruto is Covid-19 Pro Max?,satire,women
twv28220,in,0,"@hon_alicenganga @WilliamsRuto One Tribe, Kenya <U+0001F1F0><U+0001F1EA>",Positive,women
twv28221,en,-0.3,"@hon_alicenganga You sell a Samsung galaxy A30 with 4gb ram, 64gb memory to buy an iphone 5s with 64gb memory. While an iPhone will excite small minds, to most people, that's an obvious downgrade.",neutral,women
twv28222,tl,0,"@hon_alicenganga Maoni yako hayo mama, sawa?",neutral,women
twv28223,en,0,@hon_alicenganga Relax things will unfold from Monday,neutral,women
twv28226,und,0,@hon_alicenganga <U+0001F923><U+0001F923><U+0001F923><U+0001F923>,neutral,women
twv28228,en,-0.25,@hon_alicenganga Are you really praising or insulting?,trolling,women
twv28229,und,0,@hon_alicenganga <U+0001F602><U+0001F602>,neutral,women
twv28230,und,0,@hon_alicenganga <U+0001F44D>,neutral,women
twv28231,in,-0.75,@hon_alicenganga @Oloitiko Wrong! Hauwezi linganisha werevu na ujinga!,insult and hate speech,women
twv28233,en,-0.4,@hon_alicenganga Mpigs selling the community to the highest bidder. Then 2027/2032 wataanza kutuambia Ruto was a 'mistake' and sell us again to the highest bidder/thief. how can u explain 2017 mliimba thuraku thuraku etc for Uhuru? And then now is the wor,insult and hate speech,women
twv28234,en,0,@hon_alicenganga We don't need to down grade,neutral,women
twv28236,en,-0.25,@hon_alicenganga What parameters are you using? Unless you are talking of corruption. Your Ruto is more competent in that area,trolling,women
twv28238,en,0,"@hon_alicenganga Address shida za maji thika, your in tray is full wachani na uhuru ameenda retirement.",trolling,women
twv28239,en,0,@hon_alicenganga Not yet. Just yet,neutral,women
twv28240,en,-1,"@hon_alicenganga give it time

madam, you will be perplexed!!! I a sure you",trolling,women
twv28242,en,0,@hon_alicenganga Exactly gg,neutral,women
twv28243,in,0,@hon_alicenganga In bed ama? Cos ata kazi haijaanza,trolling,women
twv28245,en,-2.1,@hon_alicenganga Leave Uhuru alone ! Haven't you done enough to humiliate him...move on with your so called doctor traitor!,insult and hate speech,women
twv28249,en,-0.75,@hon_alicenganga Regret coming soon!,trolling,women
twv28251,en,0,@hon_alicenganga You can't compare Uhuru with Ruto...,neutral,women
twv28252,en,0,@hon_alicenganga no! before he was bewitched by the mganga,insult and hate speech,women
twv28253,en,-0.25,@hon_alicenganga I never believed in witchcraft but Uhuru is living evidence that witchcraft do exist,insult and hate speech,women
twv28255,und,0,@hon_alicenganga https://t.co/3CkieS775J,neutral,women
twv28256,en,0,@hon_alicenganga By far.,neutral,women
twv28257,en,-1,@hon_alicenganga Absolutely <U+0001F44C><U+0001F44C>..Kenya’s collective IQ and fear of God will move from 50 to 150<U+0001F44F><U+0001F44F>,neutral,women
twv28258,en,-0.75,@hon_alicenganga Dont count you chicks before they are hatched.....wait for the score cards in 3 years time to make the comparison....Dont be suprise ypu could be the one saying he is the worst...ever Kenya has witnessed,trolling,women
twv28259,en,0,"@hon_alicenganga Time will tell,his history tells a different story.",neutral,women
twv28260,en,0,@hon_alicenganga What's this that he has done in these few days that makes you think so??,neutral,women
twv28261,en,0,@hon_alicenganga Absolutely,neutral,women
twv28262,und,0,@hon_alicenganga https://t.co/SpXrejHLAW,neutral,women
twv28263,en,0,@hon_alicenganga You will one day remember him,neutral,women
twv28265,en,-0.25,@hon_alicenganga His ability to speak and act. Kusema na kutenda is the key word. Ouru is afraid of Doyen,neutral,women
twv28267,en,0,@hon_alicenganga Yourself you are an upgrade of what,trolling,women
twv28269,en,0,@hon_alicenganga Make Thika industrial hub that was during Moi's time,neutral,women
twv28270,und,0,@hon_alicenganga Mmmmmmm,neutral,women
twv28272,en,0,@hon_alicenganga Where's your office located in Thika?,neutral,women
twv28274,en,0,@hon_alicenganga We could be far uhuru <U+0001F494><U+0001F494><U+0001F494>,neutral,women
twv28275,eu,0,@hon_alicenganga Uhuru .......hakuna mtu hapo,insult and hate speech,women
twv28276,en,0,@hon_alicenganga Day dreamer,insult and hate speech,women
twv28277,und,0,@hon_alicenganga Lol,neutral,women
twv28280,en,0,@IdaOdinga You too,neutral,women
twv28287,en,-0.6,"@IdaOdinga @RailaOdinga BREAKING NEWS RAILA ODINGA HOSPITALIZED

https://t.co/mxB0i5xfSU",neutral,women
twv28290,en,0,"@IdaOdinga @Frenchfiona_I What a preacher! Churches,here she comes!",trolling,women
twv28293,en,0,@IdaOdinga You’re the one,neutral,women
twv28294,und,0,@IdaOdinga,neutral,women
twv28295,et,0,@IdaOdinga anacopy rachel ruto haha.mlisema mtafunga kanisa sai we ndio unasoma bible pharisee wewe,trolling,women
twv28296,en,0,@IdaOdinga Aaaaaaaaaaaamen!,neutral,women
twv28299,in,-0.5,"@IdaOdinga @mamangilu rudisha laptop ya sholei,mwizi wewe.
uko kwa govt for many years na kitui hakuna maji.
shameless",insult and hate speech,women
twv28300,tl,0,"@IdaOdinga Mlipiga kanisa sasa mnaquote tu bible verses..Sio bibilia italeta votes, ni the will of the people.

So re-run another elections mnapigwa na 1m sasa",insult and hate speech,women
twv28304,en,0,@IdaOdinga Now that they have confirmed that God is not mocked they can quote the bible now,trolling,women
twv28307,en,0,@IdaOdinga @RailaOdinga Which god ?,trolling,women
twv28313,in,0,@IdaOdinga Leo umejua bibilia,insult and hate speech,women
twv28324,tl,0,@IdaOdinga Ala kumbe unasomangeko Bible?,trolling,women
twv28325,und,0,@IdaOdinga Woi.,neutral,women
twv28326,en,0,@IdaOdinga And that man is Ruto,neutral,women
twv28330,und,0,@IdaOdinga https://t.co/cPGdTSKwGJ,trolling,women
twv28336,en,-1.2,@IdaOdinga Let your hubby and your co-wife karua concede defeat.<U+0001F914>,insult and hate speech,women
twv28340,es,0,@IdaOdinga Raila Odinga has no numbers. https://t.co/CCADqWsETX,trolling,women
twv28346,en,0,@IdaOdinga <U+0001F4AA><U+0001F970><U+0001F64F><U+0001F485><U+0001F382> mummy,neutral,women
twv28349,en,-0.5,@IdaOdinga You are now quoting Bible after demanding closure of churches?,trolling,women
twv28355,in,0,@IdaOdinga Mzee hajawahi funga macho??,insult and hate speech,women
twv28365,tl,0,@IdaOdinga Ongelesha bwanako buana kenya si yake,insult and hate speech,women
twv28367,en,-0.5,@IdaOdinga After declaring war on small churches now you have become a pastor,trolling,women
twv28369,tl,0,@IdaOdinga Familia ya wapiganaji nawaheshimu Sana,insult and hate speech,women
twv28370,in,0,"@IdaOdinga Nimesikia history yako kidogo Sana lakini kwa namna Raila amehangaika na nchi ya Kenya wewe ni sehemu ya wahangaikaji 
Unapaswa kuwa sehemu ya wapigania mabadiliko wa Kenya",neutral,women
twv28373,en,-0.6,@IdaOdinga YOU ARE AN ENEMY OF PROGRESS!! KILA SIKU NI KULIA UMEIBIWA! JUST BECAUSE DESPOT UHURU @StateHouseKenya NEVER HELPED YOU RIG IS NOT A REASON TO COME HERE UKITURUDISHA NYUMA! YOU THINK WE HAVE TIME FOR YOUR NONSENSE?? KENYANS AND THE REST OF THE,insult and hate speech,women
twv28375,und,0,@IdaOdinga https://t.co/9IbalcOKHe,neutral,women
twv28387,en,-0.75,@IdaOdinga you are very ugly,body shaming,women
twv28389,in,0,@IdaOdinga Kumbe unajua Bibilia kafir,trolling,women
twv28397,in,0,@IdaOdinga Kanisa ndogo ndogo bado mnafunga?,trolling,women
twv28398,en,-1.25,@IdaOdinga Christians who go around judging others simply display characters of non Christian. They are the worst so no one should bother with them...,neutral,women
twv28399,en,0,@IdaOdinga @RailaOdinga Mum uko how old sasa?,ageism,women
twv28403,en,0,"@IdaOdinga @RailaOdinga Longlive MinPiny,pod wang'i geno.HappyBirthday.",Positive,women
twv28409,in,0,@IdaOdinga @RailaOdinga Mama ber.,neutral,women
twv28420,in,0,@IdaOdinga @FriendsofRAO Pokea salamu za Kenya Kwanza,neutral,women
twv28421,es,0,@IdaOdinga @RailaOdinga Hullo.,neutral,women
twv28422,in,0,@IdaOdinga Anajua bibiia,trolling,women
twv28424,in,0,@IdaOdinga @RailaOdinga Hbd mama,neutral,women
twv28425,en,-1,"@IdaOdinga Thought you're atheist.
House of CONs. https://t.co/d9LxmoiDjc",insult and hate speech,women
twv28427,und,0,@IdaOdinga HBD,neutral,women
twv28434,en,-0.25,"@IdaOdinga Waheri mama. Keep holding that mzee for us.He is OURS!And he will be the fifth! All the years you have given him out was not and will not be in vain min piny.
The Lord is not slack concerning his promise, as some men count slackness; but is lo",neutral,women
twv28442,in,0,@IdaOdinga HBD ma'am Ida,neutral,women
twv28447,en,-1.35,@IdaOdinga Your plan to persecute the BODY of CHRIST was scuttled in Jesus name <U+0001F602>,insult and hate speech,women
twv28448,en,0,@IdaOdinga They can also quote Bible verses.,trolling,women
twv28451,en,0,@IdaOdinga @BABAs_WARRIOR Amen.,neutral,women
twv28456,und,0,@IdaOdinga https://t.co/LtQmttaVJq,neutral,women
twv28459,und,0,@IdaOdinga,neutral,women
twv28484,und,0,@IdaOdinga https://t.co/FSSzDbSYTT,neutral,women
twv28498,en,0,@IdaOdinga Mama odinga JAH will answer your prayers believe <U+0001F64F>,Positive,women
twv28500,sv,-0.5,@IdaOdinga Idiots,insult and hate speech,women
twv28501,in,0,@IdaOdinga Si ulisema hakuna Mungu Na utamaliza kanisa,trolling,women
twv28505,und,0,@IdaOdinga So,trolling,women
twv28506,in,0,"@IdaOdinga Mom tunakuheshimu, kama umemvumilia your man up todate, kama amewasumbua Marais watatu Kwa nyumba kunakalika kweli, heko mama.",Positive,women
twv28508,en,-0.65,@IdaOdinga Mama Ida tell Raila to use money if he wants presidency.... Ruto will bribe Judges and Raila will come out crying <U+0001F622>...Power is taken not given...,disinformation,women
twv28514,en,-0.35,@IdaOdinga Now you can talk of prayer while you were pushing for the closer of churches shame on you,insult and hate speech,women
twv28516,en,-0.3,@IdaOdinga Praying how? You don't have faith in any church. Remember your statement on 'closing small churches?' no God answers blasphemous prayers,insult and hate speech,women
twv28518,fi,0,@IdaOdinga Mumeanza kuomba sasa<U+0001F602><U+0001F602>,neutral,women
twv28519,in,0,"@IdaOdinga Mlisema mtafunga makanisa akiwa president,  enhee!!  Mungu halali",trolling,women
twv28523,und,-0.5,@IdaOdinga Huyu si ule shawry for ban churches?,trolling,women
twv28526,und,0,@IdaOdinga <U+2764><U+FE0F><U+2764><U+FE0F>,neutral,women
twv28528,en,-0.5,@IdaOdinga You have forgotten that you were to close the Churches,trolling,women
twv28530,en,0,@IdaOdinga GOD is for us all https://t.co/3L1QtO5KEA,neutral,women
twv28532,en,-1.25,@IdaOdinga I beg to differ you hypocrite https://t.co/vYFwgTA6Ov,insult and hate speech,women
twv28533,en,-0.5,@IdaOdinga Exactly and God hears don't forget and he also sees just remember,neutral,women
twv28536,in,0,@IdaOdinga Hujafunga kanisa zile ndogondogo ???,trolling,women
twv28537,tl,0,@IdaOdinga Eti nini?? Kwani mumeaza kuomba?? Hehehe <U+0001F61C> hii Kenya iko na majaabu,trolling,women
twv28538,en,0,@IdaOdinga Running to God while you dumped Him ealier on will just give you -ve results trust me,insult and hate speech,women
twv28539,en,-1.75,"@IdaOdinga I fore see after this regime of uhuru matiangi and kibicho must be investigated for failing to comply with court orders ,downgrading of dp ruto's security detail in September 21st last year,importing of police uniforms in inflated cost and ruar",disinformation,women
twv28542,en,0,@IdaOdinga Do you even know what you are quoting,trolling,women
twv28544,in,0,@IdaOdinga ni Leo ndo umejua,trolling,women
twv28546,in,0,@IdaOdinga Mmejua mungu yuko?,trolling,women
twv28549,tl,0,"@IdaOdinga Masuala ya ukiritimba,uzandiki,undimakuwiri,ubuge,ufala na UKABILA tulikuwa tumezika kwa kaburi la sahau ila sasa Chebukati amepaka kwinini na pilipili manga kwa jipu lililowiva https://t.co/CzN6BxNpdj",insult and hate speech,women
twv28553,en,-0.6,"@IdaOdinga At least you can confirm that to us this time,the other time your statement was contrary to this",trolling,women
twv28554,in,0,@IdaOdinga Kwani sai ndo mnagundua maombi ni muhimu???si bwana yako aliambia mwingine waombee nyumbani na bibi yake....sasa mbona mnatuletea zenyu huku...,trolling,women
twv28555,und,0,@IdaOdinga https://t.co/0YkEMJxqPb,neutral,women
twv28556,en,-1,@IdaOdinga God is not mocked. You try to finish Gods alters then you will get a taste of God's wrath,trolling,women
twv28557,en,-1,@IdaOdinga I'm here for the comments and so far I'm not disappointed... https://t.co/cNcecuG4Uu,neutral,women
twv28558,en,0,@IdaOdinga Can I ask for help mum ida,neutral,women
twv28560,en,0,@IdaOdinga People have become thick upstairs,insult and hate speech,women
twv28562,en,-0.4,@IdaOdinga Ruto has forced some people to church...,trolling,women
twv28563,in,0,@IdaOdinga Hujafunga kanisa mdosi??,trolling,women
twv28564,en,-0.5,@IdaOdinga battle of rightenousness,neutral,women
twv28567,en,0,@IdaOdinga Tell your husband that we already know we Hustler's we serve a living God,neutral,women
twv28569,en,0,@IdaOdinga Is it now that failure has taught you God is powerful <U+0001F923> or u always knew,insult and hate speech,women
twv28577,in,0,@IdaOdinga Sai ndo mmejuwa maombi ni muhimu..pretenders,trolling,women
twv28578,en,0,@IdaOdinga Rudishia mama simu yake whoever Posted this,trolling,women
twv28579,en,-0.25,@IdaOdinga Thou shall call no one righteous but God. Even Jesus denied the title.,neutral,women
twv28580,en,-0.25,@IdaOdinga Sasa Jana ndo mlijua prayers work <U+0001F602><U+0001F602><U+0001F602>poor you,trolling,women
twv28582,en,0,"@IdaOdinga God is fighting for you mum, it shall be well with your family soon!",neutral,women
twv28585,en,-1.6,"@IdaOdinga Woman, you can not change what God has done. Ruto is the president. You have been mocking God and now think your prayer can be heard. Leave us alone.",trolling,women
twv28593,en,0,@IdaOdinga @Gideon_Kitheka If only you relied on God and not Uhuru,trolling,women
twv28595,in,0,@IdaOdinga Odinga hawezi kuwa rais wa jamhuri ya kenya never .....,trolling,women
twv28598,und,0,@IdaOdinga <U+0001F602><U+0001F602>,neutral,women
twv28599,tl,0,@IdaOdinga Kweli,neutral,women
twv28600,tl,0,@IdaOdinga Mama or na kata kimoro matini yawa ero kamano,neutral,women
twv28601,en,-1.1,"@IdaOdinga It's a Shame ,Father,and Mother  ,don't recognize the presence of God ,,The  Children will suffer",insult and hate speech,women
